year,Base case cost,Modeled non-residential energy efficiency
2017,172638.654544,173563.176917
2018,181959.045819,181216.518664
2019,195065.846048,192232.886513
2020,200891.090595,196822.046851
2021,205260.024005,200136.266478
2022,208172.646278,202175.235909
2023,210502.744097,203711.540485
2024,212250.317461,204744.884993
2025,214289.153052,206047.868783
2026,216910.513098,207877.839573
2027,219240.610916,209461.634887
2028,220988.18428,210541.35707
2029,223318.282099,212147.260776
2030,225065.855463,213248.573188
2031,227687.215509,215133.190277
