year,Base case cost,Modeled transmission and interties
2021,186318.249149,
2022,191170.286888,
2023,195051.917078,
2024,197963.139721,
2025,202108.114711,
2026,206491.182259,
2027,210387.242302,
2028,213309.287334,
2029,217205.347376,
2030,220127.392408,
2031,224510.459956,
2032,228893.527504,
2033,233276.595052,
2034,238146.670105,
2035,241961.56223,
2036,246849.674599,
2037,249782.54202,
2038,254670.654388,
2039,258092.333046,
2040,264441.46793,
