year,Base case diesel consumed,Modeled non-residential ashp
2017,2346.18141944,-2735.27106393
2018,2346.18141944,-2735.27106393
2019,2346.18141944,-2735.27106393
2020,2346.18141944,-2735.27106393
2021,2346.18141944,-2735.27106393
2022,2346.18141944,-2735.27106393
2023,2346.18141944,-2735.27106393
2024,2346.18141944,-2735.27106393
2025,2346.18141944,-2735.27106393
2026,2346.18141944,-2735.27106393
2027,2346.18141944,-2735.27106393
2028,2346.18141944,-2735.27106393
2029,2346.18141944,-2735.27106393
2030,2346.18141944,-2735.27106393
2031,2346.18141944,-2735.27106393
