year,Base case diesel consumed,Modeled residential ashp
2017,3687.06574707,-19381.8339158
2018,3687.06574707,-19381.8339158
2019,3687.06574707,-19381.8339158
2020,3819.87459053,-19249.0250723
2021,3819.87459053,-19249.0250723
2022,3819.87459053,-19249.0250723
2023,3819.87459053,-19249.0250723
2024,3819.87459053,-19249.0250723
2025,3819.87459053,-19249.0250723
2026,3819.87459053,-19249.0250723
2027,3819.87459053,-19249.0250723
2028,3819.87459053,-19249.0250723
2029,3952.68343398,-19116.2162289
2030,3952.68343398,-19116.2162289
2031,3952.68343398,-19116.2162289
