year,Base case cost,Modeled diesel efficiency
2019,3154103.53345,3691968.75459
2020,3329203.82146,3831824.2274
2021,3466414.86989,3937687.90436
2022,3552069.9485,3997124.86879
2023,3624827.98909,4045269.2365
2024,3670664.90431,4069361.71252
2025,3728849.07739,4105090.93993
2026,3798712.72658,4151840.18875
2027,3866890.83024,4197450.00989
2028,3909124.67402,4219857.81862
2029,3979488.48905,4268213.01419
2030,4022567.11698,4292129.39845
2031,4103235.95771,4350576.0316
2032,4179062.71025,4404969.71973
2033,4245042.36373,4450752.27445
2034,4324346.81102,4508981.06596
2035,4367534.05405,4534701.02348
2036,4450576.33597,4596970.20576
2037,4506113.51872,4634544.68533
2038,4584589.27298,4693275.08047
