year,Base case diesel consumed,Modeled diesel efficiency
2019,1276964.9933,1160877.26664
2020,1275557.01972,1159597.29065
2021,1274417.23158,1158561.11962
2022,1273143.35072,1157403.04611
2023,1271869.46986,1156244.9726
2024,1270126.26447,1154660.24043
2025,1268316.01272,1153014.55702
2026,1266237.57553,1151125.06866
2027,1263689.8138,1148808.92164
2028,1261007.95936,1146370.87215
2029,1259331.80033,1144847.09121
2030,1257052.22406,1142774.74914
2031,1258661.33672,1144237.57884
2032,1254973.78686,1140885.26078
2033,1252224.88606,1138386.26005
2034,1249811.21706,1136192.01551
2035,1247866.87259,1134424.42962
2036,1246660.03809,1133327.30735
2037,1244782.73998,1131620.67271
2038,1242436.11734,1129487.3794
