year,Base case diesel consumed,Modeled residential energy efficiency
2017,67444.2671764,54772.8925353
2018,67444.2671764,54772.8925353
2019,67444.2671764,54772.8925353
2020,67444.2671764,54772.8925353
2021,67444.2671764,54772.8925353
2022,67444.2671764,54772.8925353
2023,67444.2671764,54772.8925353
2024,68466.8115637,55795.4369226
2025,68466.8115637,55795.4369226
2026,68466.8115637,55795.4369226
2027,68466.8115637,55795.4369226
2028,68466.8115637,55795.4369226
2029,69489.355951,56817.9813099
2030,69489.355951,56817.9813099
2031,69489.355951,56817.9813099
2032,69489.355951,56817.9813099
2033,69489.355951,56817.9813099
2034,70511.9003383,57840.5256972
2035,70511.9003383,57840.5256972
2036,70511.9003383,57840.5256972
