year,Base case cost,Modeled diesel efficiency
2019,324269.310068,505410.674227
2020,343532.833438,522922.9682
2021,357507.025315,535626.778997
2022,367147.6642,544390.996165
2023,374378.143364,550964.159041
2024,380001.84938,556076.619055
2025,386428.94197,561919.430501
2026,395266.194281,569953.296238
2027,402867.296532,576863.389194
2028,408496.180915,581980.556815
2029,415733.317979,588559.772327
2030,420944.973975,593297.641415
2031,429798.501152,601346.302485
2032,438652.028329,609394.963555
2033,446700.6894,616711.928165
2034,456778.53037,625873.601774
2035,462417.771486,631000.184607
2036,471279.436096,639056.243343
2037,476918.677212,644182.826176
2038,485780.341822,652238.884912
