year,Base case cost,Modeled biomass for heat (cordwood)
2017,288158.561511,308831.756525
2018,311452.561511,326055.687021
2019,342715.561511,349172.014793
2020,357427.561511,360050.286685
2021,367848.561511,367755.729276
2022,375204.561511,373194.865222
2023,380721.561511,377274.217182
2024,385012.561511,380447.046484
2025,389916.561511,384073.137115
2026,396659.561511,389059.011732
2027,402176.561511,393138.363692
2028,406467.561511,396311.192994
2029,411984.561511,400390.544954
2030,415662.561511,403110.112927
2031,422405.561511,408095.987544
2032,,
2033,,
2034,,
2035,,
2036,,
