year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,61299.9537674,45440.4457879
2018,61299.9537674,45440.4457879
2019,61299.9537674,45440.4457879
2020,61299.9537674,45440.4457879
2021,61299.9537674,45440.4457879
2022,61299.9537674,45440.4457879
2023,61299.9537674,45440.4457879
2024,61299.9537674,45440.4457879
2025,61299.9537674,45440.4457879
2026,61299.9537674,45440.4457879
2027,61299.9537674,45440.4457879
2028,61299.9537674,45440.4457879
2029,61299.9537674,45440.4457879
2030,61299.9537674,45440.4457879
2031,61299.9537674,45440.4457879
