year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,17007.0,1129411.0,1129411.0
2004,,17007.0,1171881.0,1171881.0
2005,,17007.0,1121441.0,1121441.0
2006,,17007.0,1101149.0,1101149.0
2007,,17007.0,1082945.0,1082945.0
2008,,17007.0,1070020.0,1070020.0
2009,,17007.0,1053128.0,1053128.0
2010,,17007.0,1089216.0,1089216.0
2011,,17007.0,1129448.0,1129448.0
2012,,17007.0,1085665.0,1085665.0
2013,,17007.0,1053278.0,1053278.0
2014,start of forecast,17007.0,1085000.0,1085000.0
2015,,17007.0,1085000.0,1085000.0
2016,,17007.0,1085000.0,1085000.0
2017,,17007.0,1085000.0,1085000.0
2018,,17007.0,1085000.0,1085000.0
2019,,17007.0,1085000.0,1085000.0
2020,,17007.0,1085000.0,1085000.0
2021,,17007.0,1086000.0,1086000.0
2022,,17007.0,1086000.0,1086000.0
2023,,17007.0,1086000.0,1086000.0
2024,,17007.0,1086000.0,1086000.0
2025,,17007.0,1086000.0,1086000.0
2026,,17007.0,1086000.0,1086000.0
2027,,17007.0,1087000.0,1087000.0
2028,,17007.0,1087000.0,1087000.0
2029,,17007.0,1087000.0,1087000.0
2030,,17007.0,1088000.0,1088000.0
2031,,17007.0,1088000.0,1088000.0
2032,,17007.0,1088000.0,1088000.0
2033,,17007.0,1088000.0,1088000.0
2034,,17007.0,1089000.0,1089000.0
2035,,17007.0,1089000.0,1089000.0
2036,,17007.0,1089000.0,1089000.0
2037,,17007.0,1089000.0,1089000.0
2038,,17007.0,1089000.0,1089000.0
2039,,17007.0,1089000.0,1089000.0
2040,,17007.0,1089000.0,1089000.0
