year,Base case diesel consumed,Modeled non-residential ashp
2017,100457.731342,70320.4119397
2018,100457.731342,70320.4119397
2019,100457.731342,70320.4119397
2020,100457.731342,70320.4119397
2021,100457.731342,70320.4119397
2022,100457.731342,70320.4119397
2023,100457.731342,70320.4119397
2024,100457.731342,70320.4119397
2025,100457.731342,70320.4119397
2026,100457.731342,70320.4119397
2027,100457.731342,70320.4119397
2028,100457.731342,70320.4119397
2029,100457.731342,70320.4119397
2030,100457.731342,70320.4119397
2031,100457.731342,70320.4119397
