year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,34091.66,2924958.0,2924958.0
2004,,34091.66,3047717.0,3047717.0
2005,,34091.66,3004660.0,3004660.0
2006,,34091.66,2819780.0,2819780.0
2007,,34091.66,2701025.0,2701025.0
2008,,34091.66,2922604.0,2922604.0
2009,,34091.66,2876502.0,2876502.0
2010,,34091.66,2813217.0,2813217.0
2011,,34091.66,2725411.0,2725411.0
2012,,34091.66,3009366.0,3009366.0
2013,,34091.66,2790318.0,2790318.0
2014,start of forecast,34091.66,2842000.0,2842000.0
2015,,34091.66,2842000.0,2842000.0
2016,,34091.66,2843000.0,2843000.0
2017,,34091.66,2843000.0,2843000.0
2018,,34091.66,2843000.0,2843000.0
2019,,34091.66,2844000.0,2844000.0
2020,,34091.66,2844000.0,2844000.0
2021,,34091.66,2845000.0,2845000.0
2022,,34091.66,2846000.0,2846000.0
2023,,34091.66,2847000.0,2847000.0
2024,,34091.66,2848000.0,2848000.0
2025,,34091.66,2849000.0,2849000.0
2026,,34091.66,2850000.0,2850000.0
2027,,34091.66,2851000.0,2851000.0
2028,,34091.66,2853000.0,2853000.0
2029,,34091.66,2854000.0,2854000.0
2030,,34091.66,2855000.0,2855000.0
2031,,34091.66,2857000.0,2857000.0
2032,,34091.66,2858000.0,2858000.0
2033,,34091.66,2860000.0,2860000.0
2034,,34091.66,2862000.0,2862000.0
2035,,34091.66,2864000.0,2864000.0
2036,,34091.66,2866000.0,2866000.0
2037,,34091.66,2868000.0,2868000.0
2038,,34091.66,2870000.0,2870000.0
2039,,34091.66,2872000.0,2872000.0
2040,,34091.66,2874000.0,2874000.0
