year,Base case cost,Modeled non-residential energy efficiency
2017,2255751.069,2342080.10396
2018,2369263.17216,2447340.80521
2019,2522067.92643,2589037.90305
2020,2596287.3785,2657862.20771
2021,2644311.72984,2702395.58132
2022,2683604.38093,2738831.97791
2023,2709799.48166,2763122.90896
2024,2731628.73227,2783365.35151
2025,2753457.98288,2803607.79406
2026,2788384.78385,2835995.70214
2027,2814579.88458,2860286.6332
2028,2836409.13519,2880529.07575
2029,2862604.23592,2904820.0068
2030,2880067.63641,2921013.96084
2031,2914994.43739,2953401.86892
