year,Base case cost,Modeled diesel efficiency
2019,696915.717638,1038444.49716
2020,760001.995732,1095795.65906
2021,810115.93027,1141353.78137
2022,856926.93445,1183909.23972
2023,897216.937439,1220536.51516
2024,935862.654767,1255668.98546
2025,975515.550101,1291717.07213
2026,1025480.02263,1337139.31988
2027,1070762.91968,1378305.58992
2028,1114066.37077,1417672.36364
2029,1161954.34122,1461206.88224
2030,1204666.74558,1500036.34075
2031,1262302.79379,1552432.74821
2032,1318046.9535,1603109.25704
2033,1375262.76628,1655123.63229
2034,1438235.13648,1712371.24156
2035,1491874.75261,1761134.52895
2036,1558909.11981,1822074.86278
2037,1612176.28643,1870499.5597
2038,1683334.61453,1935188.94888
