year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6934.86037466,4507.65924353
2018,6934.14886807,4507.19676425
2019,6933.36691262,4506.6884932
2020,6933.19038556,4506.57375062
2021,6932.56363356,4506.16636181
2022,6931.04317961,4505.17806675
2023,6928.50567072,4503.52868597
2024,6926.63351227,4502.31178297
2025,6925.42427497,4501.52577873
2026,6925.17621937,4501.36454259
2027,6924.42692412,4500.87750068
2028,6923.26384298,4500.12149794
2029,6926.59626344,4502.28757124
2030,6928.75588567,4503.69132569
2031,6929.69358441,4504.30082987
