year,Base case diesel consumed,Modeled residential ashp
2017,26366.9584482,3348.18515209
2018,26366.9584482,3348.18515209
2019,26366.9584482,3348.18515209
2020,26366.9584482,3348.18515209
2021,26366.9584482,3348.18515209
2022,26366.9584482,3348.18515209
2023,26366.9584482,3348.18515209
2024,25271.8648912,2253.09159503
2025,25271.8648912,2253.09159503
2026,25271.8648912,2253.09159503
2027,25271.8648912,2253.09159503
2028,25271.8648912,2253.09159503
2029,25271.8648912,2253.09159503
2030,26366.9584482,3348.18515209
2031,26366.9584482,3348.18515209
