year,Base case cost,Modeled non-residential energy efficiency
2017,520441.280701,530254.531073
2018,542367.906964,552134.471416
2019,571413.949301,581116.586218
2020,585047.04346,594719.871812
2021,594530.80307,604182.929343
2022,601642.980655,611279.74732
2023,606385.677709,616011.88085
2024,609945.619245,619563.140869
2025,614687.8493,624294.92882
2026,620614.235871,630208.62702
2027,625357.633424,634941.278919
2028,629505.333474,639080.297452
2029,634840.926035,644403.990871
2030,637807.738565,647363.518212
2031,643734.592135,653277.561991
