year,Base case diesel consumed,Modeled non-residential ashp
2017,8783.85770316,-10311.485168
2018,8783.85770316,-10311.485168
2019,8783.85770316,-10311.485168
2020,8783.85770316,-10311.485168
2021,8783.85770316,-10311.485168
2022,8783.85770316,-10311.485168
2023,8783.85770316,-10311.485168
2024,8783.85770316,-10311.485168
2025,8783.85770316,-10311.485168
2026,8783.85770316,-10311.485168
2027,8783.85770316,-10311.485168
2028,8783.85770316,-10311.485168
2029,8783.85770316,-10311.485168
2030,8783.85770316,-10311.485168
2031,8783.85770316,-10311.485168
