year,Base case diesel consumed,Modeled residential ashp
2017,3783.64380061,-23268.4955052
2018,3783.64380061,-23268.4955052
2019,3783.64380061,-23268.4955052
2020,3616.52219305,-23435.6171127
2021,3616.52219305,-23435.6171127
2022,3616.52219305,-23435.6171127
2023,3616.52219305,-23435.6171127
2024,3449.40058549,-23602.7387203
2025,3449.40058549,-23602.7387203
2026,3449.40058549,-23602.7387203
2027,3449.40058549,-23602.7387203
2028,3282.27897793,-23769.8603278
2029,3282.27897793,-23769.8603278
2030,3115.15737037,-23936.9819354
2031,3115.15737037,-23936.9819354
