year,Base case diesel consumed,Modeled non-residential ashp
2017,375975.764537,245779.457654
2018,381264.333793,251068.026909
2019,385230.760734,255034.45385
2020,389197.187675,259000.880792
2021,393163.614617,262967.307733
2022,397130.041558,266933.734675
2023,401096.468499,270900.161616
2024,405062.895441,274866.588557
2025,409029.322382,278833.015499
2026,411673.60701,281477.300126
2027,415640.033951,285443.727067
2028,416962.176265,286765.869381
2029,422250.74552,292054.438636
2030,427539.314775,297343.007892
2031,431505.741716,301309.434833
