year,Base case diesel consumed,Modeled residential energy efficiency
2017,319605.864618,236960.90364
2018,324101.520745,241456.559766
2019,327473.26284,244828.301861
2020,330845.004935,248200.043957
2021,334216.747031,251571.786052
2022,337588.489126,254943.528147
2023,340960.231221,258315.270242
2024,344331.973316,261687.012337
2025,347703.715411,265058.754432
2026,349951.543474,267306.582496
2027,353323.28557,270678.324591
2028,354447.199601,271802.238622
2029,358942.855728,276297.894749
2030,363438.511855,280793.550876
2031,366810.25395,284165.292971
2032,366810.25395,284165.292971
2033,366810.25395,284165.292971
2034,367934.167982,285289.207003
2035,367934.167982,285289.207003
2036,367934.167982,285289.207003
