year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34972.1569258,25879.3961251
2018,34972.1569258,25879.3961251
2019,34972.1569258,25879.3961251
2020,34972.1569258,25879.3961251
2021,34972.1569258,25879.3961251
2022,34972.1569258,25879.3961251
2023,34972.1569258,25879.3961251
2024,34972.1569258,25879.3961251
2025,34972.1569258,25879.3961251
2026,34972.1569258,25879.3961251
2027,34972.1569258,25879.3961251
2028,34972.1569258,25879.3961251
2029,34972.1569258,25879.3961251
2030,34972.1569258,25879.3961251
2031,34972.1569258,25879.3961251
