year,Base case cost,Modeled biomass for heat (cordwood)
2017,204370.650877,239786.723294
2018,223513.380877,255769.392116
2019,244915.946146,273025.835161
2020,257395.526146,283197.949009
2021,266408.556146,290374.809167
2022,266486.023976,288995.904721
2023,271229.503976,292480.187554
2024,274617.703976,294806.016028
2025,272897.009245,291854.904937
2026,278192.689245,295842.922766
2027,282826.409245,299273.673919
2028,279358.434514,294798.238138
2029,284528.674514,298700.552979
2030,287113.794514,300394.906722
2031,285823.259783,297770.277902
2032,290868.059783,301584.160725
2033,296543.459783,305949.273562
2034,302218.859783,310325.873035
2035,297778.725051,304962.6844
2036,303313.005051,309220.335797
