year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,57190.2098612,42320.7552973
2018,57190.2098612,42320.7552973
2019,57190.2098612,42320.7552973
2020,57190.2098612,42320.7552973
2021,57190.2098612,42320.7552973
2022,57190.2098612,42320.7552973
2023,57190.2098612,42320.7552973
2024,57190.2098612,42320.7552973
2025,57190.2098612,42320.7552973
2026,57190.2098612,42320.7552973
2027,57190.2098612,42320.7552973
2028,57190.2098612,42320.7552973
2029,57190.2098612,42320.7552973
2030,57190.2098612,42320.7552973
2031,57190.2098612,42320.7552973
