year,Base case cost,Modeled water and wastewater efficiency
2017,29265.5653705,24890.9309454
2018,30923.7502092,25882.7262943
2019,33298.0710759,27348.3310127
2020,34395.9372893,27975.5681244
2021,35216.9713744,28422.759216
2022,35759.1660619,28688.4402406
2023,36190.6119133,28883.3291493
2024,36509.9996345,29006.4595292
2025,36884.3750012,29167.8320122
2026,37423.7584531,29439.8362206
2027,37797.8084174,29604.9280994
2028,38116.7229358,29735.6164886
2029,38593.0411432,29971.5245277
2030,38850.5380929,30065.2180266
2031,39332.4743806,30308.6242852
