year,Base case cost,Modeled biomass for heat (cordwood)
2017,277596.714689,308129.232611
2018,309485.303366,334847.453796
2019,355189.34072,373460.137263
2020,376442.658073,391065.784255
2021,387810.417283,399546.654314
2022,398308.834637,407918.597288
2023,406709.603313,414505.860653
2024,413005.160667,419300.532297
2025,415393.368553,420053.044962
2026,425766.565907,428357.345738
2027,433029.234584,434011.766705
2028,434006.82247,433543.379358
2029,443225.158501,440881.585105
2030,442928.696387,439313.739531
2031,452039.113741,446568.989973
2032,462166.952417,454704.677066
2033,471281.371094,461987.735757
2034,482422.029771,471010.46252
2035,482522.848981,469749.713642
2036,492526.027657,477806.161611
