year,Base case cost,Modeled non-residential energy efficiency
2017,282824.819172,335114.378669
2018,301173.105577,351114.000245
2019,327472.31609,374978.122574
2020,339704.507027,385059.343647
2021,348878.650229,392179.710683
2022,354994.745697,396338.155539
2023,359887.622072,399337.491936
2024,363557.279352,401176.701208
2025,367838.54618,403658.645424
2026,373954.641648,407984.924326
2027,378235.908476,410546.875539
2028,381905.565757,412546.143842
2029,387410.051678,416386.966902
2030,390468.099413,417859.461927
2031,395972.585334,421773.05094
