year,Base case cost,Modeled biomass for heat (cordwood)
2017,439642.416009,446270.732736
2018,488348.850557,490184.970922
2019,559259.720557,554735.765025
2020,593890.610557,585927.091144
2021,613565.783782,603102.49501
2022,631605.453782,619053.732461
2023,641143.778331,626914.603418
2024,647292.842879,631664.821046
2025,660266.842879,642990.148261
2026,671067.466104,652023.962375
2027,680104.660653,659439.931651
2028,685807.275201,663798.609755
2029,700156.965201,676421.227655
2030,704078.528426,679156.439745
2031,715794.282975,689038.062748
2032,725760.767523,697314.483179
2033,737116.500748,706859.891785
2034,752696.000748,720640.553802
2035,759136.545297,725689.546235
2036,770068.739845,734845.074725
