year,annotation,Average Load
2003,,1281.0
2004,,1323.0
2005,,1343.0
2006,,1363.0
2007,,1388.0
2008,,1429.0
2009,,1423.0
2010,,1408.0
2011,,1458.0
2012,,1414.0
2013,,1422.0
2014,start of forecast,1417.0
2015,,1416.0
2016,,1416.0
2017,,1415.0
2018,,1413.0
2019,,1412.0
2020,,1410.0
2021,,1408.0
2022,,1406.0
2023,,1403.0
2024,,1400.0
2025,,1397.0
2026,,1394.0
2027,,1390.0
2028,,1386.0
2029,,1383.0
2030,,1380.0
2031,,1377.0
2032,,1373.0
2033,,1369.0
2034,,1366.0
2035,,1363.0
2036,,1360.0
2037,,1358.0
2038,,1356.0
2039,,1354.0
2040,,1352.0
