year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,165820.0,152617.718251
2018,164909.0,151706.718251
2019,164909.0,151706.718251
2020,164909.0,151706.718251
2021,163997.0,150794.718251
2022,163997.0,150794.718251
2023,163086.0,149883.718251
2024,162175.0,148972.718251
2025,162175.0,148972.718251
2026,161263.0,148060.718251
2027,160352.0,147149.718251
2028,159441.0,146238.718251
2029,159441.0,146238.718251
2030,158529.0,145326.718251
2031,157618.0,144415.718251
2032,156707.0,143504.718251
2033,155795.0,142592.718251
2034,155795.0,142592.718251
2035,154884.0,141681.718251
2036,153973.0,140770.718251
