year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,49733.76,0.0,50663.95,115155.82
2018,51286.02,0.0,50663.95,114244.51
2019,51343.88,0.0,50663.95,114244.51
2020,48467.79,0.0,50663.95,114244.51
2021,47496.96,0.0,50663.95,113333.2
2022,45759.94,0.0,50663.95,113333.2
2023,43399.68,0.0,50663.95,112421.89
2024,41311.15,0.0,50663.95,111510.58
2025,38825.11,0.0,50663.95,111510.58
2026,36089.4,0.0,50663.95,110599.26
2027,33278.43,0.0,50663.95,109687.95
2028,30351.39,0.0,50663.95,108776.64
2029,28100.6,0.0,50663.95,108776.64
2030,25712.08,0.0,50663.95,107865.33
2031,23239.86,0.0,50663.95,106954.02
2032,20245.67,0.0,50663.95,106042.7
2033,17328.0,0.0,50663.95,105131.39
2034,14558.25,0.0,50663.95,105131.39
2035,12088.48,0.0,50663.95,104220.08
2036,9993.1,0.0,50663.95,103308.77
2037,8346.44,0.0,50663.95,103308.77
2038,6849.63,0.0,50663.95,102397.46
2039,5427.66,0.0,50663.95,102397.46
2040,4080.48,0.0,50663.95,101486.14
