year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,50663.9535394,37491.3256192
2018,50663.9535394,37491.3256192
2019,50663.9535394,37491.3256192
2020,50663.9535394,37491.3256192
2021,50663.9535394,37491.3256192
2022,50663.9535394,37491.3256192
2023,50663.9535394,37491.3256192
2024,50663.9535394,37491.3256192
2025,50663.9535394,37491.3256192
2026,50663.9535394,37491.3256192
2027,50663.9535394,37491.3256192
2028,50663.9535394,37491.3256192
2029,50663.9535394,37491.3256192
2030,50663.9535394,37491.3256192
2031,50663.9535394,37491.3256192
