year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,134326.52,305315.31,0.0,95351.99,197381.55
2018,0.0,150032.34,338314.92,0.0,96309.47,197939.53
2019,0.0,171817.84,387440.06,0.0,97637.58,200669.12
2020,0.0,182457.27,411431.41,0.0,98286.2,202002.18
2021,0.0,189550.23,424016.13,0.0,98718.61,201431.24
2022,0.0,195123.26,436482.78,0.0,99058.36,202124.49
2023,0.0,199176.38,441966.78,0.0,99305.45,201160.34
2024,0.0,202216.21,445074.75,0.0,99490.76,200064.67
2025,0.0,206269.33,453995.59,0.0,99737.86,200561.54
2026,0.0,210829.09,460239.28,0.0,100015.83,199641.7
2027,0.0,214882.2,465222.05,0.0,100262.92,198652.43
2028,0.0,217922.04,467883.48,0.0,100448.24,197534.39
2029,0.0,222481.8,477673.38,0.0,100726.22,198081.04
2030,0.0,225014.99,479064.78,0.0,100880.65,196893.12
2031,0.0,230081.39,485712.75,0.0,101189.51,195999.76
2032,0.0,234641.14,491118.03,0.0,101467.49,195037.9
2033,0.0,239707.54,497410.59,0.0,101776.35,194126.73
2034,0.0,244773.94,507923.73,0.0,102085.22,194715.85
2035,0.0,248320.41,510816.3,0.0,102301.42,193615.61
2036,0.0,253386.81,516680.54,0.0,102610.29,192682.98
2037,0.0,256426.64,522879.06,0.0,102795.6,193030.97
2038,0.0,261999.68,529530.34,0.0,103135.35,192144.0
2039,0.0,266052.8,537722.14,0.0,103382.44,192604.34
2040,0.0,272132.47,545114.88,0.0,103753.08,191760.76
