year,Base case diesel consumed,Modeled diesel efficiency
2019,12464.3920348,11331.2654861
2020,12464.3920348,11331.2654861
2021,12464.3920348,11331.2654861
2022,12464.3920348,11331.2654861
2023,12464.3920348,11331.2654861
2024,12464.3920348,11331.2654861
2025,12464.3920348,11331.2654861
2026,12464.3920348,11331.2654861
2027,12464.3920348,11331.2654861
2028,12464.3920348,11331.2654861
2029,12464.3920348,11331.2654861
2030,12464.3920348,11331.2654861
2031,12464.3920348,11331.2654861
2032,12464.3920348,11331.2654861
2033,12464.3920348,11331.2654861
2034,12464.3920348,11331.2654861
2035,12464.3920348,11331.2654861
2036,12464.3920348,11331.2654861
2037,12464.3920348,11331.2654861
2038,12464.3920348,11331.2654861
