year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,23038.0206558,17048.1352853
2018,23038.0206558,17048.1352853
2019,23038.0206558,17048.1352853
2020,23038.0206558,17048.1352853
2021,23038.0206558,17048.1352853
2022,23038.0206558,17048.1352853
2023,23038.0206558,17048.1352853
2024,23038.0206558,17048.1352853
2025,23038.0206558,17048.1352853
2026,23038.0206558,17048.1352853
2027,23038.0206558,17048.1352853
2028,23038.0206558,17048.1352853
2029,23038.0206558,17048.1352853
2030,23038.0206558,17048.1352853
2031,23038.0206558,17048.1352853
