year,Base case diesel consumed,Modeled residential energy efficiency
2017,9124.60367245,6577.70478552
2018,9124.60367245,6577.70478552
2019,9124.60367245,6577.70478552
2020,8043.5907391,5496.69185217
2021,9124.60367245,6577.70478552
2022,8043.5907391,5496.69185217
2023,8043.5907391,5496.69185217
2024,8043.5907391,5496.69185217
2025,8043.5907391,5496.69185217
2026,8043.5907391,5496.69185217
2027,8043.5907391,5496.69185217
2028,8043.5907391,5496.69185217
2029,8043.5907391,5496.69185217
2030,8043.5907391,5496.69185217
2031,8043.5907391,5496.69185217
2032,8043.5907391,5496.69185217
2033,8043.5907391,5496.69185217
2034,8043.5907391,5496.69185217
2035,8043.5907391,5496.69185217
2036,8043.5907391,5496.69185217
