year,Base case cost,Modeled residential energy efficiency
2017,84883.0440047,81952.3058545
2018,90512.1586184,86766.4128244
2019,98252.1912122,93385.809908
2020,91348.4858577,85947.2557871
2021,104409.035321,98651.2394062
2022,95299.5955101,89261.6407179
2023,96563.9505989,90322.2438957
2024,97512.2169155,91117.6962791
2025,98618.5276182,92045.7240597
2026,100040.927093,93238.9026347
2027,101305.282182,94299.5058126
2028,102253.548498,95094.9581959
2029,103517.903587,96155.5613738
2030,104308.125518,96818.4383599
2031,105730.524993,98011.616935
2032,107310.968854,99337.3709072
2033,108733.368328,100530.549482
2034,110313.812189,101856.303455
2035,111262.078506,102651.755838
2036,112842.522367,103977.50981
