year,Base case cost,Modeled water and wastewater efficiency
2017,40984.4334553,76724.6096049
2018,45633.3420363,78819.8588911
2019,52319.4737527,82357.5881112
2020,55403.306545,83417.8627573
2021,57416.2186807,83759.3271454
2022,58813.50622,83697.7852833
2023,59745.9556417,83337.4534028
2024,60517.2114461,82888.7621221
2025,61406.7765567,82545.4360646
2026,62409.3633939,82303.2640021
2027,63230.2687153,81956.9237491
2028,63875.8893403,81510.3295352
2029,64816.8215269,81289.8954552
2030,65292.5597633,80766.7606047
2031,66292.5014258,80628.0086179
