year,Base case cost,Modeled transmission and interties
2021,382550.713449,
2022,394045.185026,
2023,402850.664021,
2024,409896.460617,
2025,418687.805616,
2026,427889.036476,
2027,436666.247481,
2028,443630.773604,
2029,453489.23524,
2030,459319.50825,
2031,469495.984777,
2032,479637.126317,
2033,490537.970097,
2034,501714.426782,
2035,508505.811465,
2036,519611.598175,
2037,525263.429496,
2038,537176.62068,
2039,546031.568659,
2040,558093.166792,
