year,Base case diesel consumed,Modeled non-residential ashp
2017,9531.97389892,-11189.70849
2018,9531.97389892,-11189.70849
2019,9531.97389892,-11189.70849
2020,9531.97389892,-11189.70849
2021,9531.97389892,-11189.70849
2022,9531.97389892,-11189.70849
2023,9531.97389892,-11189.70849
2024,9531.97389892,-11189.70849
2025,9531.97389892,-11189.70849
2026,9531.97389892,-11189.70849
2027,9531.97389892,-11189.70849
2028,9531.97389892,-11189.70849
2029,9531.97389892,-11189.70849
2030,9531.97389892,-11189.70849
2031,9531.97389892,-11189.70849
