year,Base case cost,Modeled residential energy efficiency
2017,80485.5036317,92796.8929302
2018,90121.0109665,101365.721139
2019,100166.763279,110076.838916
2020,106556.087953,115618.070135
2021,110912.445686,119275.000377
2022,109788.902283,117540.8854
2023,112026.807031,119236.992551
2024,109506.481615,116203.705289
2025,111658.90032,117832.064779
2026,109420.221451,115058.023932
2027,111487.154112,116617.814046
2028,108475.283949,113126.824859
2029,105787.803354,109928.473301
2030,107209.773785,110906.940981
2031,104492.144378,107673.964815
