year,population
2003,786.0
2004,767.0
2005,750.0
2006,727.0
2007,804.0
2008,757.0
2009,812.0
2010,1027.0
2011,1026.0
2012,1026.0
2013,1023.0
2014,1020.0
2015,1016.0
2016,1010.0
2017,1003.0
2018,996.0
2019,987.0
2020,978.0
2021,968.0
2022,957.0
2023,945.0
2024,933.0
2025,920.0
2026,906.0
2027,891.0
2028,875.0
2029,859.0
2030,843.0
2031,826.0
2032,807.0
2033,787.0
2034,767.0
2035,748.0
2036,728.0
2037,709.0
2038,689.0
2039,669.0
2040,650.0
