year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,27592.03,8191.89,69072.27,12351.67
2018,27592.03,8171.45,69072.27,12351.67
2019,27592.03,8149.06,69072.27,11738.46
2020,27503.69,8123.8,69072.27,11738.46
2021,27503.69,8095.7,69072.27,11738.46
2022,27415.36,8065.75,69072.27,11125.25
2023,27415.36,8033.85,69072.27,11125.25
2024,27327.02,8001.12,69072.27,10512.04
2025,27327.02,7966.07,69072.27,10512.04
2026,27238.68,7928.42,69072.27,9898.83
2027,27238.68,7887.58,69072.27,9898.83
2028,27150.34,7844.23,69072.27,9285.62
2029,27150.34,7803.63,69072.27,8672.41
2030,27062.01,7759.65,69072.27,8672.41
2031,26973.67,7712.62,69072.27,8059.2
