year,Base case diesel consumed,Modeled residential energy efficiency
2017,12351.6662791,10365.5260576
2018,12351.6662791,10365.5260576
2019,11738.4572576,9752.31703615
2020,11738.4572576,9752.31703615
2021,11738.4572576,9752.31703615
2022,11125.2482361,9139.10801466
2023,11125.2482361,9139.10801466
2024,10512.0392146,8525.89899317
2025,10512.0392146,8525.89899317
2026,9898.83019315,7912.68997167
2027,9898.83019315,7912.68997167
2028,9285.62117166,7299.48095018
2029,8672.41215017,6686.27192869
2030,8672.41215017,6686.27192869
2031,8059.20312867,6073.0629072
