year,Base case diesel consumed,Modeled non-residential ashp
2017,112034.863838,59778.7660288
2018,112034.863838,59778.7660288
2019,113375.618505,61119.5206954
2020,113375.618505,61119.5206954
2021,114716.373172,62460.2753621
2022,114716.373172,62460.2753621
2023,116057.127838,63801.0300288
2024,116057.127838,63801.0300288
2025,117397.882505,65141.7846954
2026,117397.882505,65141.7846954
2027,118738.637172,66482.5393621
2028,118738.637172,66482.5393621
2029,118738.637172,66482.5393621
2030,120079.391838,67823.2940287
2031,120079.391838,67823.2940287
