year,Base case cost,Modeled residential energy efficiency
2017,769687.646758,759357.868733
2018,806403.254209,787631.545397
2019,866146.31148,835893.576799
2020,891401.165752,855407.918134
2021,918027.123402,878319.426239
2022,930047.403626,887638.288611
2023,949584.570261,905149.391857
2024,955662.531833,909876.644503
2025,975470.984308,927659.033589
2026,986226.104613,936050.413274
2027,1006356.70902,954154.954294
2028,1014123.71464,960233.573751
2029,1023444.12137,967527.9171
2030,1040823.9862,983557.073001
2031,1051816.48162,992185.827796
2032,1062808.97703,1000814.58259
2033,1073801.47245,1009443.33739
2034,1086364.32435,1019304.77144
2035,1094216.10679,1025468.16772
2036,1105208.6022,1034096.92251
