year,Base case cost,Modeled diesel efficiency
2019,264284.299655,464408.597753
2020,280571.235211,479214.902804
2021,291146.931805,488829.172435
2022,298767.9638,495757.383339
2023,304419.703132,500895.328186
2024,308106.503433,504246.964824
2025,313742.27945,509370.397566
2026,320346.012877,515373.791591
2027,326206.000917,520701.053446
2028,330843.344103,524916.819978
2029,336448.644698,530012.547792
2030,340096.262316,533328.563808
2031,346917.677319,539529.850175
2032,353739.092323,545731.136542
2033,360560.507326,551932.422909
2034,368356.410187,559019.607328
2035,373228.849476,563449.09759
2036,380333.250529,569907.644002
2037,385209.317843,574340.432469
2038,392035.812083,580546.336324
