year,Base case diesel consumed,Modeled non-residential ashp
2017,51397.9653702,35978.5757745
2018,51397.9653702,35978.5757745
2019,51397.9653702,35978.5757745
2020,51397.9653702,35978.5757745
2021,51397.9653702,35978.5757745
2022,51397.9653702,35978.5757745
2023,51397.9653702,35978.5757745
2024,51397.9653702,35978.5757745
2025,51397.9653702,35978.5757745
2026,51397.9653702,35978.5757745
2027,51397.9653702,35978.5757745
2028,51397.9653702,35978.5757745
2029,51397.9653702,35978.5757745
2030,51397.9653702,35978.5757745
2031,51397.9653702,35978.5757745
