year,Base case cost,Modeled biomass for heat (cordwood)
2017,242125.297203,279459.701702
2018,261142.557203,293521.346548
2019,287355.537203,312903.613767
2020,299691.057203,322024.680694
2021,308428.717203,328485.436433
2022,315110.457203,333426.014352
2023,319222.297203,336466.369994
2024,322820.157203,339126.681181
2025,327445.977203,342547.081278
2026,332585.777203,346347.525831
2027,337211.597203,349767.925929
2028,340809.457203,352428.237116
2029,345949.257203,356228.681668
2030,349033.137203,358508.9484
2031,354172.937203,362309.392953
2032,,
2033,,
2034,,
2035,,
2036,,
