year,Base case cost,Modeled diesel efficiency
2019,132266.271687,291912.815902
2020,140123.673966,299055.908882
2021,145689.333913,304115.599743
2022,149945.426814,307984.775108
2023,152564.560907,310365.806101
2024,154856.303238,312449.20822
2025,157802.829093,315127.868088
2026,161496.217403,318485.493825
2027,164450.416502,321171.129369
2028,166748.126912,323259.957015
2029,170030.570355,326243.996509
2030,172000.036421,328034.420205
2031,175282.479864,331018.459699
2032,178893.167652,334300.903142
2033,182503.855439,337583.346585
2034,186114.543227,340865.790028
2035,188412.253637,342954.617674
2036,192351.185769,346535.465067
2037,194320.651835,348325.888763
2038,198259.583966,351906.736155
