year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,89445.9571886,66190.0083196
2018,89445.9571886,66190.0083196
2019,89445.9571886,66190.0083196
2020,89445.9571886,66190.0083196
2021,89445.9571886,66190.0083196
2022,89445.9571886,66190.0083196
2023,89445.9571886,66190.0083196
2024,89445.9571886,66190.0083196
2025,89445.9571886,66190.0083196
2026,89445.9571886,66190.0083196
2027,89445.9571886,66190.0083196
2028,89445.9571886,66190.0083196
2029,89445.9571886,66190.0083196
2030,89445.9571886,66190.0083196
2031,89445.9571886,66190.0083196
