year,Base case diesel consumed,Modeled diesel efficiency
2019,40238.051784,36580.0470764
2020,40312.3790596,36647.6173269
2021,40386.7063353,36715.1875775
2022,40386.7063353,36715.1875775
2023,40461.0336109,36782.7578281
2024,40461.0336109,36782.7578281
2025,40609.6881622,36917.8983293
2026,40609.6881622,36917.8983293
2027,40684.0154378,36985.4685798
2028,40684.0154378,36985.4685798
2029,40758.3427134,37053.0388304
2030,40758.3427134,37053.0388304
2031,40832.6699891,37120.609081
2032,40906.9972647,37188.1793316
2033,40906.9972647,37188.1793316
2034,40981.3245403,37255.7495821
2035,41055.651816,37323.3198327
2036,41055.651816,37323.3198327
2037,41129.9790916,37390.8900833
2038,41204.3063672,37458.4603339
