year,Base case cost,Modeled diesel efficiency
2019,129566.526745,299406.162888
2020,137465.212593,302330.104872
2021,142968.940427,303176.578269
2022,147007.61106,302788.609191
2023,150110.434696,301645.014371
2024,152538.096713,299980.550551
2025,155941.202543,299293.590464
2026,159189.977596,298554.93966
2027,162329.221597,297803.248354
2028,164363.422369,296131.477343
2029,167924.371979,295930.184322
2030,169962.289115,294424.906643
2031,173538.847454,294397.095144
2032,177536.368129,294828.833612
2033,180808.92791,294676.572275
2034,184825.773677,295274.231048
2035,187624.328799,294835.931429
2036,191319.337462,295282.490524
2037,194133.501312,294996.544267
2038,198192.713626,295909.122998
