year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,1.94
2004,,1.91,1.94
2005,,2.3,3.4
2008,,3.53,5.47
2009,,3.91,6.7
2010,,3.6,4.76
2011,,4.06,4.8
2012,,4.64,6.43
2013,,4.38,6.2
2014,,4.19,6.02
2016,start of forecast,2.11,4.31
2017,,2.51,4.71
2018,,2.81,5.01
2019,,3.22,5.42
2020,,3.41,5.61
2021,,3.54,5.74
2022,,3.64,5.84
2023,,3.71,5.91
2024,,3.77,5.97
2025,,3.84,6.04
2026,,3.92,6.12
2027,,3.99,6.19
2028,,4.04,6.24
2029,,4.12,6.32
2030,,4.17,6.37
2031,,4.25,6.45
2032,,4.34,6.54
2033,,4.42,6.62
2034,,4.51,6.71
2035,,4.57,6.77
2036,,4.66,6.86
2037,,4.72,6.92
2038,,4.81,7.01
2039,,4.88,7.08
2040,,4.98,7.18
