year,Base case cost,Modeled water and wastewater efficiency
2017,68025.0267168,54326.5142029
2018,72594.0650603,57384.4996446
2019,78847.7663256,61623.0596891
2020,82063.2250048,63741.1769269
2021,84093.2325873,65033.6696003
2022,85786.670126,66093.9081487
2023,86800.2385088,66681.7364534
2024,87815.3095822,67273.4788802
2025,88829.8614661,67867.6064441
2026,90184.4800914,68702.1772204
2027,91371.754742,69422.4512645
2028,92389.3170128,70026.6544085
2029,93563.8948291,70742.8322623
2030,94399.0536447,71224.1854856
2031,95747.2487661,72066.6766933
