year,Base case diesel consumed,Modeled residential ashp
2017,7064.55524348,-29757.2354768
2018,7064.55524348,-29757.2354768
2019,7064.55524348,-29757.2354768
2020,7064.55524348,-29757.2354768
2021,7064.55524348,-29757.2354768
2022,7064.55524348,-29757.2354768
2023,7064.55524348,-29757.2354768
2024,7064.55524348,-29757.2354768
2025,7064.55524348,-29757.2354768
2026,7064.55524348,-29757.2354768
2027,7064.55524348,-29757.2354768
2028,7064.55524348,-29757.2354768
2029,7064.55524348,-29757.2354768
2030,7064.55524348,-29757.2354768
2031,7064.55524348,-29757.2354768
