year,Base case cost,Modeled residential energy efficiency
2017,236507.918223,225738.485127
2018,251182.530578,236916.492839
2019,271292.184546,252511.555728
2020,281618.763611,260201.701405
2021,288140.813547,264827.175512
2022,293575.85516,268587.892717
2023,296836.880127,270603.379852
2024,300097.905095,272633.511938
2025,303358.930063,274677.945771
2026,307706.963353,277616.459459
2027,311511.492483,280128.555704
2028,314772.51745,282213.914814
2029,318577.04658,284752.337966
2030,321294.567386,286423.350304
2031,325642.600676,289426.93738
