year,Base case diesel consumed,Modeled non-residential ashp
2017,22451.7614468,17059.0551515
2018,22451.7614468,17059.0551515
2019,22451.7614468,17059.0551515
2020,22451.7614468,17059.0551515
2021,22451.7614468,17059.0551515
2022,23773.9037606,18381.1974653
2023,23773.9037606,18381.1974653
2024,23773.9037606,18381.1974653
2025,23773.9037606,18381.1974653
2026,23773.9037606,18381.1974653
2027,23773.9037606,18381.1974653
2028,23773.9037606,18381.1974653
2029,23773.9037606,18381.1974653
2030,25096.0460743,19703.3397791
2031,25096.0460743,19703.3397791
