year,Base case diesel consumed,Modeled non-residential ashp
2017,86947.8800006,39905.0074754
2018,86947.8800006,39905.0074754
2019,85759.0207949,38716.1482697
2020,85759.0207949,38716.1482697
2021,85759.0207949,38716.1482697
2022,86947.8800006,39905.0074754
2023,86947.8800006,39905.0074754
2024,86947.8800006,39905.0074754
2025,86947.8800006,39905.0074754
2026,86947.8800006,39905.0074754
2027,86947.8800006,39905.0074754
2028,86947.8800006,39905.0074754
2029,86947.8800006,39905.0074754
2030,86947.8800006,39905.0074754
2031,86947.8800006,39905.0074754
