year,Base case cost,Modeled solar power (pv)
2016,668942.011193,677362.847502
2017,762536.596986,770079.886596
2018,828129.820833,835073.825823
2019,915878.932765,922024.37494
2020,956486.206409,962300.668777
2021,983842.263549,989473.246287
2022,1006930.5776,1012432.6997
2023,1025537.32155,1030976.60168
2024,1036883.72388,1042299.48742
2025,1052294.09151,1057649.92505
2026,1067936.23123,1073221.34256
2027,1082211.75248,1087440.16473
2028,1092609.85893,1097807.44905
2029,1105659.37282,1110803.11491
2030,1115670.02219,1120809.3209
2031,1131956.67068,1137020.94028
2032,1146250.05876,1151252.92216
2033,1161831.8248,1166763.21214
2034,1177357.60222,1182219.30135
2035,1189398.75951,1194238.55952
