year,Base case diesel consumed,Modeled solar power (pv)
2016,134867.340966,133527.002044
2017,134723.780386,133394.164175
2018,134436.659226,133117.679945
2019,134293.098646,132984.671199
2020,134149.538066,132851.578038
2021,134221.318356,132933.742009
2022,134436.659226,133159.38349
2023,134939.121256,133672.063726
2024,135010.901547,133753.980476
2025,135082.681837,133835.816135
2026,135010.901547,133774.01077
2027,134939.121256,133712.125607
2028,134723.780386,133506.600702
2029,134508.439516,133300.997269
2030,134580.219806,133382.437097
2031,134436.659226,133248.458779
2032,134221.318356,133042.623512
2033,134005.977486,132836.712201
2034,133790.636616,132630.725453
2035,133790.636616,132640.004742
