year,Base case cost,Modeled wind power
2019,243386.899811,387502.397155
2020,259436.265885,396488.159878
2021,271918.493571,402820.187984
2022,281511.725096,407010.26369
2023,288916.156095,409592.273496
2024,295927.563897,412031.541009
2025,303486.368737,414938.081768
2026,312219.517435,418936.872323
2027,320262.709581,422490.07512
2028,327597.042254,425576.907997
2029,336613.734742,430094.174726
2030,343302.217674,432850.481576
2031,352501.638381,437698.06442
2032,362971.492787,443723.097218
2033,372385.146579,448925.663839
2034,383932.467382,456001.421395
2035,391403.84622,459888.524351
2036,403572.600495,467716.799734
2037,411225.132309,471913.067777
2038,422795.29414,479431.956173
