year,Base case cost,Modeled non-residential energy efficiency
2017,451372.213315,443756.411364
2018,480266.202931,467499.6476
2019,518480.834358,499340.671394
2020,536190.0538,513460.950462
2021,549238.952336,523575.530013
2022,558559.594148,530490.553284
2023,565084.043416,535012.179112
2024,570676.428503,538753.388734
2025,577200.877771,543327.178422
2026,584657.39122,548732.944164
2027,591181.840488,553356.481267
2028,596774.225575,557197.213627
2029,604230.739024,562675.000925
2030,608891.05993,565755.256794
2031,616347.573379,571278.289069
